symbol,timestamp,price,rsi,macd,macd_signal,ema_trend,bollinger_pos,momentum,volatility,volume_relative_%,sentiment_score,signal,prediction,confidence,real_price,score_3h,delta_pct,trend_BTC-USDT,trend_ETH-USDT
ZEC-USDT,2025-05-13 17:28:29,43.44,53.87961371364392,-0.0436505141601628,-0.1638544301030512,0,0.8168709519650749,2.549575070821526,0.0008050603795285,6.123067096155226,0.0,NEUTRO,SHORT,0.9995672,,1,-0.5893186003683247,,
DASH-USDT,2025-05-13 17:28:29,25.71,68.72442772838451,0.2321863998944557,0.0631640920467791,1,1.0118309053339754,4.046944556859571,0.0007785130400934,56.83053714760745,0.0,NEUTRO,SHORT,0.99717593,,1,-1.5558148580319024,,
ENJ-USDT,2025-05-13 17:28:29,0.1008,68.42917230622788,0.0011467728967741,0.000283016696198,1,1.0092948230801055,4.672897196261686,0.008,35.005260393736506,0.0,NEUTRO,SHORT,0.9997185,,1,-2.281746031746028,,
CHZ-USDT,2025-05-13 17:28:29,0.05006,64.6434296233096,0.0004945040080725,0.0001928605044827,1,0.95104586639211,3.7512953367875626,0.0035828025477706,52.19912649536841,0.0,NEUTRO,LONG,0.9519793,,1,0.35956851777866483,,
GRT-USDT,2025-05-13 17:28:29,0.12625,68.81439852879805,0.0019029169379035,0.000942767206386,1,0.9358662914905812,4.115124525812299,0.002685836163994,13.893550685808806,0.0,NEUTRO,SHORT,0.99964345,,1,-1.3386138613861363,,
CRV-USDT,2025-05-13 17:28:29,0.7757,63.64074612284749,0.0042818199387005,-0.0036699687166743,1,1.0109416585176547,5.681198910081738,0.0071675412773583,30.76807242051639,0.0,NEUTRO,SHORT,0.9904169,,0,-0.12891581797085083,,
SNX-USDT,2025-05-13 17:28:29,0.928,66.38485558729164,0.0137866595517502,0.0069943149537506,1,0.9316824484282452,3.340757238307353,0.0053590568060021,35.619918952787174,0.0,NEUTRO,SHORT,0.99909294,,1,-0.8620689655172421,,
COMP-USDT,2025-05-13 17:28:29,48.25,63.19828964138212,0.2818256374213064,0.0003113324213538,1,0.96808272672174,2.856533788104889,0.0010373443983402,40.88227256483383,0.0,NEUTRO,LONG,0.9774774,,0,0.0,,
YFI-USDT,2025-05-13 17:28:29,6354.65,61.78746952557994,33.63483484529752,-1.748049111633355,1,0.9003266671926946,2.8771574228621555,0.0004124665658065,29.579629829014166,0.0,NEUTRO,LONG,0.99932003,,0,-0.04122965072820519,,
1INCH-USDT,2025-05-13 17:28:29,0.24608,68.55499069276625,0.0031790032993454,0.0013043758373629,1,0.9606560292812298,3.4862693973674217,0.001136548140932,34.95250301768474,0.0,NEUTRO,SHORT,0.9876875,,1,-0.9752925877763271,,
BAT-USDT,2025-05-13 17:28:29,0.1698,65.4192203495661,0.0013056008231255,0.0003027791216331,1,1.006542854928497,4.171779141104294,0.0017699115044247,5.011760723834179,0.0,NEUTRO,SHORT,0.9383049,,1,-1.5312131919905883,,
REN-USDT,2025-05-13 17:28:29,0.0114,65.13308682064451,0.000141321047709,8.089580672116477e-05,1,0.8557233009510026,1.967799642218244,0.0069686411149826,0.0203132003822856,0.0,NEUTRO,SHORT,0.9910813,,0,0.0,,
ZRX-USDT,2025-05-13 17:28:29,0.3069,59.17174852178066,0.001841498586015,0.0003959752077391,1,0.910273584521063,3.05574210879785,0.0006512536633017,33.84130192902373,0.0,NEUTRO,LONG,0.9993931,,0,0.06516780710328379,,
OMG-USDT,2025-05-13 17:28:29,0.2176,60.08924885746075,0.0009126733609826,-7.404963307670312e-05,1,0.932798382743648,3.176861071597905,0.0023030861354214,447.5285204489088,0.0,NEUTRO,LONG,0.9994018,,0,-0.18382352941175722,,
QTUM-USDT,2025-05-13 17:28:29,2.587,60.71994834954705,0.0120511007042991,-0.0015437056477863,1,0.9554736608804204,3.1088082901554523,0.0023246803564511,45.70354685363968,0.0,NEUTRO,LONG,0.9992853,,0,0.0,,
IOST-USDT,2025-05-13 17:28:29,0.004413,63.507588529846736,2.751802394283364e-05,2.1229478347783192e-06,1,0.9711422597748228,3.107476635514026,0.0006802721088436,14.754188722885877,0.0,NEUTRO,LONG,0.88769454,,0,0.0,,
KAVA-USDT,2025-05-13 17:28:29,0.4757,61.97534542437331,0.0006518653261295,-0.0019029557469438,1,1.0742467271990348,4.091903719912471,0.0054956668780383,25.544212082509627,0.0,NEUTRO,SHORT,0.98183376,,1,-0.8198444397729692,,
CVC-USDT,2025-05-13 17:28:29,0.1204,66.90641419915261,0.0011253234085111,0.0003424118753256,1,1.0517712804554662,4.242424242424232,0.0024855012427507,11.325487437465002,0.0,NEUTRO,SHORT,0.99135274,,1,-1.3289036544850419,,
ANKR-USDT,2025-05-13 17:28:29,0.02186,62.63095787220121,0.00012089426569,-4.389042851540155e-06,1,0.9778625411469593,3.3569739952718787,0.0004576659038901,56.67496679956585,0.0,NEUTRO,LONG,0.9256537,,0,0.0,,
STORJ-USDT,2025-05-13 17:28:29,0.347,65.64472430335927,0.0035736709924769,0.0012405270076135,1,0.9552827090738732,3.954463750748948,0.0011514104778354,42.40509324976149,0.0,NEUTRO,SHORT,0.95834506,,0,0.0,,
ZEN-USDT,2025-05-13 17:28:29,10.818,68.12826598414941,0.1115476631492544,-0.0046440181468132,1,1.036798227713997,6.897233201581033,0.0062319784206119,128.99569764194624,0.0,NEUTRO,SHORT,0.9993179,,1,-1.8857459789240048,,
LRC-USDT,2025-05-13 17:28:29,0.1246,68.03855741264192,0.0012475785803714,0.0002438713258349,1,1.024506855900232,4.793944491169047,0.0080906148867314,6.464247206681945,0.0,NEUTRO,SHORT,0.9996499,,1,-1.4446227929373965,,
BAL-USDT,2025-05-13 17:28:29,1.213,67.93843252068933,0.01442688612641,0.0056110331227713,1,0.9725825455179216,3.941730934018855,0.0016515276630884,92.1243127155983,0.0,NEUTRO,SHORT,0.99955195,,1,-1.648804616652928,,
HNT-USDT,2025-05-13 17:28:29,3.858,49.76235821196492,0.0046111666585613,-0.0160387711238988,1,0.6623007086922672,0.3903200624512132,0.025018953752843,97.60252504496448,0.0,NEUTRO,LONG,0.9988709,,1,2.566096423017101,,
CKB-USDT,2025-05-13 17:28:29,0.006103,64.26882097046206,6.405122874173549e-05,2.6366950485767395e-05,1,0.9994976656602028,3.633893700118862,0.0011482939632545,20.962119443173304,0.0,NEUTRO,SHORT,0.65320677,,1,-0.7537276749139773,,
RSR-USDT,2025-05-13 17:28:29,0.010331,62.40775912322486,0.0001021069635681,1.5413437691953675e-05,1,0.9102411063039414,4.227199354317991,0.0123326959847036,287.05210431095776,0.0,NEUTRO,LONG,0.9995534,,1,1.2486690543025907,,
SXP-USDT,2025-05-13 17:28:29,0.2316,59.485769275765925,0.0005903399534415,-0.0005793007881126,1,0.9706384403996696,2.796271637816245,0.0012970168612191,272.29634015968617,0.0,NEUTRO,LONG,0.9993832,,0,0.0,,
DGB-USDT,2025-05-13 17:28:29,0.011922,59.51725105360544,0.0002664682697264,0.0002457506391162,1,0.7694821843034246,-0.0167728950016795,0.0069256756756757,22.30013495524866,0.0,NEUTRO,LONG,0.98385197,,0,-0.33551417547391466,,
XEM-USDT,2025-05-13 17:28:29,0.019437,58.89376912331904,7.838341838194152e-05,9.764752888958924e-06,1,0.8796989088989324,1.7430904522613064,0.0016949152542373,9.341782505568217,0.0,NEUTRO,LONG,0.9994777,,0,0.16977928692700406,,
STRAX-USDT,2025-05-13 17:28:29,0.05656,58.18020195528151,-4.063114710416843e-05,-0.0002801888422708,0,1.0471463322031949,3.2116788321167844,0.0,30.590435786007653,0.0,NEUTRO,SHORT,0.9277403,,1,-1.0077793493635097,,
WAVES-USDT,2025-05-13 17:28:29,1.3451,60.30569445795506,0.0077407257671981,0.0037971704878932,1,0.9205044167893937,1.6550785973397848,0.0007439922624803,33.35691640093438,0.0,NEUTRO,LONG,0.99932885,,0,0.03717195747527656,,
ICX-USDT,2025-05-13 17:28:29,0.115,66.41108202174999,0.0011761116772563,0.0005974927944075,1,0.960213805523468,3.139013452914801,0.0,310.62366439729334,0.0,NEUTRO,LONG,0.9991425,,0,0.0,,
ONT-USDT,2025-05-13 17:28:29,0.17281,61.85272961421402,0.0005223716168193,-0.0003834083351744,1,0.9920977425813946,2.630953794987522,0.0018551800104353,96.1252028334277,0.0,NEUTRO,LONG,0.99932027,,0,-0.052080319425946986,,
BAND-USDT,2025-05-13 17:28:29,0.9501,56.900931133948994,-0.0008743287210976,-0.005376799613607,0,1.0029992104233842,4.211911813096412,0.0018909549322407,82.08715141564876,0.0,NEUTRO,SHORT,0.85463566,,1,-1.3682770234712032,,
NKN-USDT,2025-05-13 17:28:29,0.0419,60.44689909943228,0.000289343295979,-4.383539867910801e-06,1,0.9149639269607176,4.228855721393035,0.004750593824228,107.3013487041336,0.0,NEUTRO,LONG,0.99954164,,1,0.4773269689737441,,
COTI-USDT,2025-05-13 17:28:29,0.086,64.26115914062837,0.0004910031246682,-0.0002106384851307,1,1.022417912747406,4.3689320388349415,0.0035005834305716,133.5093798248767,0.0,NEUTRO,LONG,0.9995577,,0,-0.3488372093023195,,
DENT-USDT,2025-05-13 17:28:29,0.0010008,68.30642302149973,1.0569852925067366e-05,1.333352577601421e-06,1,0.9972580431410458,4.5331105076248255,0.0114199090449722,1.3128410719175183,0.0,NEUTRO,SHORT,0.9997569,,1,-2.8577138289368547,,
WIN-USDT,2025-05-13 17:28:29,6.353e-05,62.17522900512508,3.911046264115962e-07,1.0037486707793817e-07,1,0.8716861749599061,1.8925421010425003,0.0046999843333856,29.343258927902312,0.0,NEUTRO,LONG,0.99864084,,1,0.47221784983473525,,
MTL-USDT,2025-05-13 17:28:29,0.9244,62.120373163586805,0.0053758117415724,0.0011647396790765,1,0.9117035972516406,2.6654820079964487,0.0011885467314964,85.3777504813638,0.0,NEUTRO,LONG,0.9994431,,0,0.11899610558199804,,
PERP-USDT,2025-05-13 17:28:29,0.3625,68.13804973525171,0.0034119305523077,-0.0001649655467364,1,1.0816019452673444,7.248520710059162,0.0097493036211699,14.999879229023788,0.0,NEUTRO,SHORT,0.99969876,,1,-2.813793103448272,,
ALPHA-USDT,2025-05-13 17:28:29,0.03142,65.14878538998553,0.0002864683059083,-1.3066010316735035e-05,1,0.9781714810316195,4.593874833555246,0.0035132545512615,4.5279139618787125,0.0,NEUTRO,SHORT,0.9968065,,1,-1.336728198599608,,
FET-USDT,2025-05-13 17:28:29,0.889,69.71544035778507,0.009491437627655,0.0006735226972328,1,1.0523896686089176,5.732635585156996,0.0075937889606709,52.144138364053816,0.0,NEUTRO,SHORT,0.99967456,,1,-2.879640044994383,,
REEF-USDT,2025-05-13 17:28:29,0.000476,50.80001957858192,5.968931793244527e-07,-1.3564114859856703e-06,1,0.6628465693581707,1.0615711252653954,0.0185567010309278,8.434071326480439,0.0,NEUTRO,LONG,0.9987815,,1,1.8907563025210086,,
SUSHI-USDT,2025-05-13 17:28:29,0.8741,67.33273982879811,0.0130890335085939,0.0051171236651092,1,0.950478498448053,5.554884675763802,0.0055216841136547,37.62210212341613,0.0,NEUTRO,SHORT,0.99978155,,1,-0.5491362544331343,,
KMD-USDT,2025-05-13 17:28:29,0.1616,61.853145178688536,0.0006044496932004,-0.0006120590483452,1,0.9498926930289208,3.856041131105402,0.0012360939431397,59.87192355310583,0.0,NEUTRO,LONG,0.99858344,,0,0.12376237623762731,,
POLS-USDT,2025-05-13 17:28:29,0.2383,50.69663911846417,0.0009462834577831,0.0004261332176079,1,0.605434884988585,-0.997091815538008,0.0144747725392885,227.2109883190576,0.0,NEUTRO,LONG,0.9994241,,1,1.4687368862777908,,
RLC-USDT,2025-05-13 17:28:29,1.4082,65.55330985970116,0.0160669587462307,0.0081653763556584,1,0.8843025103077093,2.698366394399061,0.001772169844758,9.94141247403618,0.0,NEUTRO,SHORT,0.9981237,,1,-0.32665814514983227,,
CTSI-USDT,2025-05-13 17:28:29,0.0843,67.47961200687547,0.0008984317629164,0.0003769897715339,1,0.9829127663759332,3.690036900369007,0.0059665871121719,27.337577323576213,0.0,NEUTRO,SHORT,0.99968183,,1,-1.304863582443658,,
DODO-USDT,2025-05-13 17:28:29,0.0606,56.626222660091976,0.0004797770929705,2.477317910905621e-05,1,0.8232278234533417,2.711864406779668,0.0081833060556464,186.32488606341545,0.0,NEUTRO,LONG,0.9995473,,1,1.8151815181518098,,
FORTH-USDT,2025-05-13 17:28:29,3.044,52.2295396857221,-0.0047594048662338,-0.0109727051351283,0,0.8044056320795677,0.4521004521004536,9.854482146953723e-05,79.65684349267235,0.0,NEUTRO,SHORT,0.99955326,,1,-0.7325886990801572,,
JST-USDT,2025-05-13 17:28:29,0.03815,59.96654383274756,4.05694929174541e-05,-8.979128479515128e-05,1,1.0150612793464373,2.251407129455911,0.0018382352941177,32.090472409482146,0.0,NEUTRO,LONG,0.9982589,,0,0.0,,
OGN-USDT,2025-05-13 17:28:29,0.07476,70.2202635008814,0.0010139486434318,0.0004466473393074,1,0.9469325513400207,4.035624826050654,0.0047036688617119,62.4981966512851,0.0,NEUTRO,SHORT,0.9997658,,1,-1.3242375601926042,,
PHA-USDT,2025-05-13 17:28:29,0.1416,60.17965932078784,0.0007951071967146,-3.643087312782747e-05,1,0.9136230164293448,3.131828113619809,0.0021141649048624,5.809526878635944,0.0,NEUTRO,LONG,0.9994492,,0,0.2118644067796573,,
